exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,id,t,tdum1,tdum2,tdum3,tdum4,tdum5,tdum6,tdum7,exp2
18,50,1,0,0,1,1,0,0,12,0,6.5510802,153,6,0,0,0,0,0,1,0,324
19,48,1,0,0,1,0,0,0,12,0,6.6846099,153,7,0,0,0,0,0,0,1,361
12,50,0,0,1,1,0,0,0,17,0,6.7452402,154,1,1,0,0,0,0,0,0,144
13,44,0,0,1,1,0,0,0,17,0,6.7274299,154,2,0,1,0,0,0,0,0,169
14,50,0,0,1,1,0,0,0,17,0,6.8824401,154,3,0,0,1,0,0,0,0,196
15,45,0,0,1,1,1,0,0,17,0,6.9275599,154,4,0,0,0,1,0,0,0,225
16,44,0,0,1,1,0,0,0,17,0,6.8997202,154,5,0,0,0,0,1,0,0,256
17,51,0,0,1,1,0,0,0,17,0,7.0273099,154,6,0,0,0,0,0,1,0,289
18,49,0,0,1,1,0,0,0,17,0,7.1308999,154,7,0,0,0,0,0,0,1,324
3,49,0,0,0,1,1,0,0,16,0,6.52209,155,1,1,0,0,0,0,0,0,9
4,46,0,0,0,1,1,0,0,16,0,6.6846099,155,2,0,1,0,0,0,0,0,16
5,48,0,0,0,1,1,0,0,16,0,6.8023901,155,3,0,0,1,0,0,0,0,25
6,48,0,0,0,1,1,0,0,16,0,7.0030699,155,4,0,0,0,1,0,0,0,36
7,48,0,0,0,1,1,0,0,16,0,7.0030699,155,5,0,0,0,0,1,0,0,49
8,48,0,0,0,1,1,0,0,16,0,7.2793198,155,6,0,0,0,0,0,1,0,64
9,48,0,1,0,1,1,0,0,16,0,7.3777599,155,7,0,0,0,0,0,0,1,81
33,47,0,0,0,0,1,0,0,13,0,6.6528602,156,1,1,0,0,0,0,0,0,1089
34,47,0,0,0,0,1,0,0,13,0,6.77422,156,2,0,1,0,0,0,0,0,1156
35,47,0,0,0,0,1,0,0,13,0,6.8023901,156,3,0,0,1,0,0,0,0,1225
36,47,0,0,0,0,1,0,0,13,0,6.8564601,156,4,0,0,0,1,0,0,0,1296
37,48,0,0,0,0,1,0,0,13,0,7.0030699,156,5,0,0,0,0,1,0,0,1369
38,48,1,0,0,0,1,0,0,13,0,7.0900798,156,6,0,0,0,0,0,1,0,1444
39,48,1,0,0,0,1,0,0,13,0,7.0690198,156,7,0,0,0,0,0,0,1,1521
8,48,1,1,0,0,1,0,1,12,0,6.5453501,157,1,1,0,0,0,0,0,0,64
9,51,0,1,0,0,1,0,1,12,0,6.45362,157,2,0,1,0,0,0,0,0,81
10,49,0,1,0,0,1,0,1,12,0,6.5778599,157,3,0,0,1,0,0,0,0,100
11,49,0,1,0,0,1,0,1,12,0,6.6745601,157,4,0,0,0,1,0,0,0,121
12,50,1,1,0,0,1,0,1,12,0,6.7730799,157,5,0,0,0,0,1,0,0,144
13,50,0,1,0,0,1,0,1,12,0,6.86901,157,6,0,0,0,0,0,1,0,169
14,50,1,1,0,0,1,0,1,12,0,6.9077601,157,7,0,0,0,0,0,0,1,196
29,46,1,1,0,1,1,0,0,12,0,6.6385698,158,1,1,0,0,0,0,0,0,841
30,47,1,1,0,1,1,0,0,12,0,6.6846099,158,2,0,1,0,0,0,0,0,900
31,47,1,1,0,1,1,0,0,12,0,6.7333999,158,3,0,0,1,0,0,0,0,961
32,47,1,1,0,1,1,0,0,12,0,6.8824401,158,4,0,0,0,1,0,0,0,1024
33,47,1,1,0,1,1,0,0,12,0,6.9256001,158,5,0,0,0,0,1,0,0,1089
34,47,1,1,0,1,1,0,0,12,0,7.04141,158,6,0,0,0,0,0,1,0,1156
35,47,1,1,0,1,1,0,0,12,0,7.0884099,158,7,0,0,0,0,0,0,1,1225
30,49,0,1,0,0,1,0,0,12,0,6.5510802,159,1,1,0,0,0,0,0,0,900
31,49,0,1,0,0,1,0,0,12,0,6.5861702,159,2,0,1,0,0,0,0,0,961
32,49,0,0,0,0,1,0,0,12,0,6.6528602,159,3,0,0,1,0,0,0,0,1024
33,52,0,1,0,0,1,0,0,12,0,6.4377499,159,4,0,0,0,1,0,0,0,1089
34,48,0,1,0,0,1,0,0,12,0,6.62007,159,5,0,0,0,0,1,0,0,1156
35,50,0,1,0,0,1,0,0,12,0,6.8023901,159,6,0,0,0,0,0,1,0,1225
36,49,1,1,0,0,1,0,1,12,0,6.6846099,159,7,0,0,0,0,0,0,1,1296
25,38,0,0,0,1,1,0,1,17,0,6.62007,160,1,1,0,0,0,0,0,0,625
26,40,0,0,0,1,1,0,1,17,0,6.8023901,160,2,0,1,0,0,0,0,0,676
27,39,0,0,0,1,1,0,1,17,0,6.8564601,160,3,0,0,1,0,0,0,0,729
28,38,0,0,0,1,1,0,1,17,0,6.9077601,160,4,0,0,0,1,0,0,0,784
29,39,0,0,0,1,1,0,1,17,0,6.9565501,160,5,0,0,0,0,1,0,0,841
30,39,0,0,0,1,1,0,1,17,0,7.0900798,160,6,0,0,0,0,0,1,0,900
31,35,0,0,0,1,1,0,1,17,0,7.1507001,160,7,0,0,0,0,0,0,1,961
9,50,1,0,0,0,1,0,0,12,0,6.1092501,161,1,1,0,0,0,0,0,0,81
10,52,1,0,0,0,1,0,0,12,0,6.2146101,161,2,0,1,0,0,0,0,0,100
11,52,1,0,0,0,1,0,0,12,0,6.2146101,161,3,0,0,1,0,0,0,0,121
12,52,1,0,0,0,1,0,0,12,0,6.5581999,161,4,0,0,0,1,0,0,0,144
13,52,1,0,0,0,1,0,0,12,0,6.6656799,161,5,0,0,0,0,1,0,0,169
14,46,1,0,0,0,1,0,0,12,0,6.8617101,161,6,0,0,0,0,0,1,0,196
15,52,1,0,0,0,1,0,0,12,0,6.9707298,161,7,0,0,0,0,0,0,1,225
8,50,1,0,0,1,1,0,0,12,0,5.743,162,1,1,0,0,0,0,0,0,64
9,38,1,0,0,1,1,0,0,12,0,6.0520902,162,2,0,1,0,0,0,0,0,81
10,49,0,0,0,1,1,0,0,12,0,6.0799298,162,3,0,0,1,0,0,0,0,100
11,49,1,0,0,1,1,0,0,12,0,6.3099198,162,4,0,0,0,1,0,0,0,121
12,51,1,0,0,1,1,0,0,12,0,6.3969302,162,5,0,0,0,0,1,0,0,144
13,51,1,0,0,1,1,0,0,12,0,6.4769702,162,6,0,0,0,0,0,1,0,169
14,49,1,0,0,1,0,0,0,12,0,6.5147099,162,7,0,0,0,0,0,0,1,196
10,50,1,1,1,1,1,0,1,12,0,6.0402498,163,1,1,0,0,0,0,0,0,100
11,52,1,1,1,1,1,0,1,12,0,6.1841502,163,2,0,1,0,0,0,0,0,121
12,51,1,1,1,1,1,0,1,12,0,6.2146101,163,3,0,0,1,0,0,0,0,144
13,49,1,1,1,1,1,0,1,12,0,6.3099198,163,4,0,0,0,1,0,0,0,169
14,49,1,1,1,1,1,0,1,12,0,6.4552002,163,5,0,0,0,0,1,0,0,196
15,50,1,1,1,1,1,0,1,12,0,6.52209,163,6,0,0,0,0,0,1,0,225
16,49,1,1,1,1,1,0,1,12,0,6.6424899,163,7,0,0,0,0,0,0,1,256
10,49,1,1,1,1,0,1,0,11,1,6.07304,164,1,1,0,0,0,0,0,0,100
11,46,1,1,1,1,0,1,0,11,1,6.1944098,164,2,0,1,0,0,0,0,0,121
12,50,1,1,1,1,0,1,0,11,1,6.3189702,164,3,0,0,1,0,0,0,0,144
13,50,1,1,1,1,0,1,0,11,1,6.3952599,164,4,0,0,0,1,0,0,0,169
14,46,1,1,1,1,0,1,0,11,1,6.4769702,164,5,0,0,0,0,1,0,0,196
15,45,1,1,1,1,0,1,0,11,1,6.5971498,164,6,0,0,0,0,0,1,0,225
16,41,1,1,1,1,0,1,0,11,1,6.69208,164,7,0,0,0,0,0,0,1,256
37,50,1,1,0,0,1,0,1,12,0,6.1779399,165,1,1,0,0,0,0,0,0,1369
38,50,1,1,0,0,1,0,1,12,0,6.3171601,165,2,0,1,0,0,0,0,0,1444
39,50,1,1,0,0,1,0,1,12,0,6.4118199,165,3,0,0,1,0,0,0,0,1521
40,50,1,1,0,0,1,0,1,12,0,6.3969302,165,4,0,0,0,1,0,0,0,1600
41,40,1,1,0,0,1,0,1,12,0,6.5147099,165,5,0,0,0,0,1,0,0,1681
42,48,1,1,0,0,1,0,1,12,0,6.61338,165,6,0,0,0,0,0,1,0,1764
43,45,1,1,0,0,1,0,1,12,0,6.67834,165,7,0,0,0,0,0,0,1,1849
10,50,0,0,0,1,1,0,0,15,0,6.7153802,166,1,1,0,0,0,0,0,0,100
11,48,0,0,0,1,1,0,0,15,0,6.7855902,166,2,0,1,0,0,0,0,0,121
12,48,0,0,0,1,1,0,0,15,0,6.88449,166,3,0,0,1,0,0,0,0,144
13,47,0,0,0,1,1,0,0,15,0,7.0030699,166,4,0,0,0,1,0,0,0,169
14,43,0,0,0,1,1,0,0,15,0,7.0900798,166,5,0,0,0,0,1,0,0,196
15,49,0,0,0,1,1,0,0,15,0,7.1701198,166,6,0,0,0,0,0,1,0,225
16,48,0,0,0,1,1,0,0,15,0,7.2930198,166,7,0,0,0,0,0,0,1,256
10,20,1,0,0,0,0,1,0,10,0,5.0106401,167,1,1,0,0,0,0,0,0,100
11,30,1,0,0,0,0,1,0,10,0,5.0106401,167,2,0,1,0,0,0,0,0,121
12,36,1,0,0,0,0,1,0,10,0,5.5214601,167,3,0,0,1,0,0,0,0,144
13,52,1,0,0,0,0,1,0,10,0,5.6698799,167,4,0,0,0,1,0,0,0,169
14,52,1,0,0,0,0,1,0,10,0,5.7365699,167,5,0,0,0,0,1,0,0,196
15,29,1,0,0,0,0,1,0,10,0,5.8141298,167,6,0,0,0,0,0,1,0,225
16,40,1,0,0,0,0,1,0,10,0,5.8141298,167,7,0,0,0,0,0,0,1,256
3,40,0,0,0,1,1,0,0,17,0,6.23245,168,1,1,0,0,0,0,0,0,9
4,42,0,0,0,1,1,0,0,17,0,6.5792499,168,2,0,1,0,0,0,0,0,16
5,44,0,0,0,1,1,0,1,17,0,6.6528602,168,3,0,0,1,0,0,0,0,25
6,48,0,0,0,1,1,0,1,17,0,6.7452402,168,4,0,0,0,1,0,0,0,36
7,48,0,0,0,1,1,0,0,17,0,7.4955401,168,5,0,0,0,0,1,0,0,49
8,48,0,0,0,1,1,0,0,17,0,8.1605196,168,6,0,0,0,0,0,1,0,64
9,50,0,0,0,1,1,0,0,17,0,8.3081999,168,7,0,0,0,0,0,0,1,81
25,50,0,0,1,0,1,0,0,17,0,6.9057498,169,1,1,0,0,0,0,0,0,625
26,50,0,0,1,0,1,0,0,17,0,6.9057498,169,2,0,1,0,0,0,0,0,676
27,51,0,0,1,0,1,0,0,17,0,7.4085302,169,3,0,0,1,0,0,0,0,729
28,51,0,0,1,0,1,0,0,17,0,7.46737,169,4,0,0,0,1,0,0,0,784
29,51,0,0,1,0,1,0,0,17,0,7.5229402,169,5,0,0,0,0,1,0,0,841
30,49,0,0,1,0,1,0,0,17,0,7.46737,169,6,0,0,0,0,0,1,0,900
31,50,0,0,1,0,1,0,0,17,0,7.5755801,169,7,0,0,0,0,0,0,1,961
24,39,1,0,1,0,1,0,0,9,0,5.6733198,170,1,1,0,0,0,0,0,0,576
25,47,1,0,1,0,1,0,0,9,0,5.7462001,170,2,0,1,0,0,0,0,0,625
26,49,1,0,1,0,1,0,0,9,0,5.8289499,170,3,0,0,1,0,0,0,0,676
27,50,1,0,1,0,1,0,0,9,0,6.0799298,170,4,0,0,0,1,0,0,0,729
28,52,1,0,1,0,1,0,0,9,0,5.9914598,170,5,0,0,0,0,1,0,0,784
29,49,1,0,1,0,1,0,0,9,0,5.9914598,170,6,0,0,0,0,0,1,0,841
30,49,1,0,1,0,1,0,0,9,0,6.1377301,170,7,0,0,0,0,0,0,1,900
12,51,1,0,0,1,0,0,0,12,1,5.9914598,171,1,1,0,0,0,0,0,0,144
13,51,1,0,0,1,0,0,0,12,1,5.92693,171,2,0,1,0,0,0,0,0,169
14,50,1,0,0,1,0,0,0,12,1,6.0799298,171,3,0,0,1,0,0,0,0,196
15,49,0,0,0,1,0,0,0,12,1,6.0799298,171,4,0,0,0,1,0,0,0,225
16,45,0,0,0,1,0,0,0,12,1,6.2634001,171,5,0,0,0,0,1,0,0,256
17,52,0,0,0,1,0,0,0,12,1,6.4377499,171,6,0,0,0,0,0,1,0,289
18,28,0,0,0,1,0,0,0,12,1,6.5510802,171,7,0,0,0,0,0,0,1,324
10,48,0,1,0,1,1,0,0,16,0,6.9057498,172,1,1,0,0,0,0,0,0,100
11,47,0,1,0,1,1,0,0,16,0,6.9057498,172,2,0,1,0,0,0,0,0,121
12,47,0,1,0,1,1,0,0,16,0,7.2276602,172,3,0,0,1,0,0,0,0,144
13,46,0,1,0,1,1,0,0,16,0,7.2930198,172,4,0,0,0,1,0,0,0,169
14,48,0,1,0,1,1,0,0,16,0,7.3336802,172,5,0,0,0,0,1,0,0,196
15,49,0,0,0,1,1,0,0,16,0,7.5735302,172,6,0,0,0,0,0,1,0,225
16,50,0,0,0,1,1,0,0,16,0,7.2710099,172,7,0,0,0,0,0,0,1,256
28,48,0,1,0,1,1,0,0,16,0,6.9057498,173,1,1,0,0,0,0,0,0,784
29,46,0,1,0,1,1,0,0,16,0,6.9057498,173,2,0,1,0,0,0,0,0,841
30,46,0,1,0,1,1,0,0,16,0,7.3460102,173,3,0,0,1,0,0,0,0,900
31,49,0,1,0,1,1,0,0,16,0,7.31322,173,4,0,0,0,1,0,0,0,961
32,44,0,1,0,1,1,0,0,16,0,7.5548601,173,5,0,0,0,0,1,0,0,1024
33,48,0,1,0,1,1,0,0,16,0,7.7186899,173,6,0,0,0,0,0,1,0,1089
34,43,0,1,0,1,1,0,0,16,0,7.6962099,173,7,0,0,0,0,0,0,1,1156
5,28,1,1,0,1,0,0,1,12,0,6.0822201,174,1,1,0,0,0,0,0,0,25
6,40,0,1,0,1,0,0,1,12,0,6.5132298,174,2,0,1,0,0,0,0,0,36
7,29,1,1,0,1,0,0,1,12,0,6.6214099,174,3,0,0,1,0,0,0,0,49
8,46,1,1,0,1,0,0,1,12,0,6.6995001,174,4,0,0,0,1,0,0,0,64
9,48,1,1,0,1,0,0,1,12,0,6.7957101,174,5,0,0,0,0,1,0,0,81
10,49,1,1,0,1,0,0,1,12,0,6.8966899,174,6,0,0,0,0,0,1,0,100
11,48,1,1,0,1,0,0,1,12,0,6.9966798,174,7,0,0,0,0,0,0,1,121
3,49,0,0,0,1,0,1,0,12,0,5.9661498,175,1,1,0,0,0,0,0,0,9
4,50,0,0,0,1,0,1,0,12,0,6.1114702,175,2,0,1,0,0,0,0,0,16
5,48,0,0,0,1,0,1,0,12,0,6.17379,175,3,0,0,1,0,0,0,0,25
6,49,0,0,0,1,0,1,0,12,0,6.2205901,175,4,0,0,0,1,0,0,0,36
7,48,0,0,0,1,0,1,0,12,0,6.2897201,175,5,0,0,0,0,1,0,0,49
8,50,0,0,0,1,0,1,0,12,0,6.3647499,175,6,0,0,0,0,0,1,0,64
9,49,0,0,0,1,0,1,0,12,0,6.7274299,175,7,0,0,0,0,0,0,1,81
4,50,1,0,0,0,1,0,0,14,0,6.4361501,176,1,1,0,0,0,0,0,0,16
5,50,0,0,0,0,1,0,0,14,0,6.6592898,176,2,0,1,0,0,0,0,0,25
6,50,0,0,0,0,1,0,0,14,0,6.7452402,176,3,0,0,1,0,0,0,0,36
7,50,0,0,0,0,1,0,0,14,0,6.8564601,176,4,0,0,0,1,0,0,0,49
8,50,0,0,0,0,1,0,0,14,0,6.9077601,176,5,0,0,0,0,1,0,0,64
9,49,0,0,0,0,1,0,0,14,0,7.1332998,176,6,0,0,0,0,0,1,0,81
10,47,0,0,0,0,1,0,0,14,0,7.2189102,176,7,0,0,0,0,0,0,1,100
19,49,0,0,0,1,0,1,0,15,0,6.77422,177,1,1,0,0,0,0,0,0,361
20,51,0,0,0,1,0,1,0,15,0,6.82546,177,2,0,1,0,0,0,0,0,400
21,48,0,0,0,1,0,1,0,15,0,6.0799298,177,3,0,0,1,0,0,0,0,441
22,49,0,0,0,1,0,1,0,15,0,6.9077601,177,4,0,0,0,1,0,0,0,484
23,47,0,0,0,1,0,1,0,15,0,6.2146101,177,5,0,0,0,0,1,0,0,529
24,52,0,0,0,1,0,1,0,15,0,6.7007298,177,6,0,0,0,0,0,1,0,576
25,50,0,0,0,1,0,1,0,15,0,6.59304,177,7,0,0,0,0,0,0,1,625
3,49,1,1,0,0,1,0,0,9,0,6.1003199,178,1,1,0,0,0,0,0,0,9
4,48,1,1,0,0,1,0,0,9,0,6.15698,178,2,0,1,0,0,0,0,0,16
5,49,1,1,0,0,1,0,0,9,0,6.2422199,178,3,0,0,1,0,0,0,0,25
6,50,1,1,0,0,1,0,0,9,0,6.3835101,178,4,0,0,0,1,0,0,0,36
7,51,1,1,0,0,1,0,0,9,0,6.42487,178,5,0,0,0,0,1,0,0,49
8,47,1,1,0,0,1,0,0,9,0,6.5722799,178,6,0,0,0,0,0,1,0,64
9,49,1,1,0,0,1,0,0,9,0,6.7569299,178,7,0,0,0,0,0,0,1,81
20,47,1,0,0,0,1,0,0,16,0,5.7462001,179,1,1,0,0,0,0,0,0,400
21,47,1,0,0,0,1,0,0,16,0,5.92693,179,2,0,1,0,0,0,0,0,441
22,49,1,0,0,0,1,0,0,16,0,6.01616,179,3,0,0,1,0,0,0,0,484
23,50,1,0,0,0,1,0,0,16,0,5.94803,179,4,0,0,0,1,0,0,0,529
24,46,1,0,0,0,1,0,0,16,0,6.0520902,179,5,0,0,0,0,1,0,0,576
25,48,1,0,0,0,1,0,0,16,0,6.3243599,179,6,0,0,0,0,0,1,0,625
26,49,1,0,0,0,1,0,0,16,0,6.3699002,179,7,0,0,0,0,0,0,1,676
11,48,0,0,0,1,1,0,0,12,0,6.2897201,180,1,1,0,0,0,0,0,0,121
12,48,0,0,0,1,1,0,0,12,0,6.3969302,180,2,0,1,0,0,0,0,0,144
13,50,0,0,0,0,1,0,0,12,0,6.5453501,180,3,0,0,1,0,0,0,0,169
14,50,0,0,0,1,1,0,0,12,0,6.73102,180,4,0,0,0,1,0,0,0,196
15,51,0,0,0,1,1,0,0,12,0,7.49332,180,5,0,0,0,0,1,0,0,225
16,50,0,0,0,1,1,0,0,12,0,6.73102,180,6,0,0,0,0,0,1,0,256
17,50,0,0,0,1,1,0,0,12,0,6.9828601,180,7,0,0,0,0,0,0,1,289
14,46,1,1,1,0,1,0,1,12,0,6.5510802,181,1,1,0,0,0,0,0,0,196
15,26,0,1,1,0,1,0,0,12,0,6.86693,181,2,0,1,0,0,0,0,0,225
16,50,0,1,1,0,1,0,0,12,0,6.9256001,181,3,0,0,1,0,0,0,0,256
17,49,0,1,1,0,1,0,0,12,0,7.0647602,181,4,0,0,0,1,0,0,0,289
18,49,1,1,1,0,1,0,0,12,0,7.1308999,181,5,0,0,0,0,1,0,0,324
19,49,1,1,1,0,1,0,0,12,0,7.4383798,181,6,0,0,0,0,0,1,0,361
20,32,1,1,1,0,1,0,1,12,0,7.1444101,181,7,0,0,0,0,0,0,1,400
8,51,1,0,1,0,1,1,0,14,0,5.8579302,182,1,1,0,0,0,0,0,0,64
9,51,1,0,1,0,1,1,0,14,0,5.8860998,182,2,0,1,0,0,0,0,0,81
10,51,1,0,1,0,1,1,0,14,0,5.9914598,182,3,0,0,1,0,0,0,0,100
11,50,1,0,1,0,1,1,0,14,0,6.0282798,182,4,0,0,0,1,0,0,0,121
12,50,1,0,1,0,1,1,0,14,0,6.1092501,182,5,0,0,0,0,1,0,0,144
13,50,1,0,1,0,0,1,0,14,0,6.1633101,182,6,0,0,0,0,0,1,0,169
14,51,1,0,1,0,0,1,0,14,0,6.2146101,182,7,0,0,0,0,0,0,1,196
10,36,1,0,1,0,0,1,0,8,0,5.4205298,183,1,1,0,0,0,0,0,0,100
11,36,1,0,1,0,0,1,0,8,0,5.5174499,183,2,0,1,0,0,0,0,0,121
12,39,1,0,1,0,0,1,0,8,0,5.1929598,183,3,0,0,1,0,0,0,0,144
13,36,1,0,1,0,0,1,0,8,0,5.3471098,183,4,0,0,0,1,0,0,0,169
14,35,1,0,1,0,0,1,0,8,0,5.6419101,183,5,0,0,0,0,1,0,0,196
15,38,1,0,1,0,0,1,0,8,0,5.6594801,183,6,0,0,0,0,0,1,0,225
16,41,1,0,1,0,0,1,0,8,0,5.7525702,183,7,0,0,0,0,0,0,1,256
25,47,1,1,0,1,1,0,0,12,0,6.5539298,184,1,1,0,0,0,0,0,0,625
26,47,1,1,0,1,1,0,0,12,0,6.7153802,184,2,0,1,0,0,0,0,0,676
27,47,1,1,0,1,1,0,0,12,0,6.6240702,184,3,0,0,1,0,0,0,0,729
28,47,1,1,0,1,1,0,0,12,0,6.8308702,184,4,0,0,0,1,0,0,0,784
29,47,1,1,0,1,1,0,0,12,0,6.9565501,184,5,0,0,0,0,1,0,0,841
30,47,1,1,0,1,1,0,1,12,0,6.7901001,184,6,0,0,0,0,0,1,0,900
31,47,1,1,0,1,1,0,1,12,0,7.0900798,184,7,0,0,0,0,0,0,1,961
23,48,1,0,0,0,1,0,1,12,0,6.5510802,185,1,1,0,0,0,0,0,0,529
24,49,1,0,0,0,1,0,1,12,0,6.62007,185,2,0,1,0,0,0,0,0,576
25,48,1,0,0,0,1,0,1,12,0,6.7056398,185,3,0,0,1,0,0,0,0,625
26,48,1,0,0,0,1,0,1,12,0,6.7855902,185,4,0,0,0,1,0,0,0,676
27,46,1,0,0,0,1,0,1,12,0,6.8885698,185,5,0,0,0,0,1,0,0,729
28,46,1,0,0,0,1,0,1,12,0,7.0075998,185,6,0,0,0,0,0,1,0,784
29,47,1,0,0,0,1,0,1,12,0,7.11233,185,7,0,0,0,0,0,0,1,841
35,45,1,0,0,1,1,0,0,12,0,6.8023901,186,1,1,0,0,0,0,0,0,1225
36,45,1,0,0,1,1,0,0,12,0,6.8564601,186,2,0,1,0,0,0,0,0,1296
37,45,1,0,0,1,1,0,0,12,0,6.9800801,186,3,0,0,1,0,0,0,0,1369
38,46,1,0,0,1,1,0,0,12,0,7.09589,186,4,0,0,0,1,0,0,0,1444
39,44,1,0,0,1,1,0,0,12,0,7.4882898,186,5,0,0,0,0,1,0,0,1521
40,44,1,0,0,1,1,0,0,12,0,7.4512401,186,6,0,0,0,0,0,1,0,1600
41,30,1,1,0,1,1,0,1,12,0,7.4787302,186,7,0,0,0,0,0,0,1,1681
22,47,1,0,0,1,0,0,1,12,0,6.9057498,187,1,1,0,0,0,0,0,0,484
23,49,1,0,0,1,1,0,1,12,0,6.9057498,187,2,0,1,0,0,0,0,0,529
24,45,1,0,0,1,1,0,1,12,0,7.1163902,187,3,0,0,1,0,0,0,0,576
25,26,1,0,0,1,1,0,1,12,0,7.07412,187,4,0,0,0,1,0,0,0,625
26,22,1,0,0,1,1,0,1,12,0,7.0579,187,5,0,0,0,0,1,0,0,676
27,48,1,0,0,1,1,0,1,12,0,7.0264301,187,6,0,0,0,0,0,1,0,729
28,42,1,0,0,1,1,0,1,12,0,7.26263,187,7,0,0,0,0,0,0,1,784
10,49,0,0,0,1,1,0,0,12,0,6.62007,188,1,1,0,0,0,0,0,0,100
11,48,0,0,0,1,1,0,0,12,0,6.62007,188,2,0,1,0,0,0,0,0,121
12,48,0,0,0,1,1,0,0,12,0,6.8330302,188,3,0,0,1,0,0,0,0,144
13,48,0,0,0,1,1,0,0,12,0,6.9256001,188,4,0,0,0,1,0,0,0,169
14,47,0,0,0,1,1,0,0,12,0,7.0237598,188,5,0,0,0,0,1,0,0,196
15,46,0,0,0,1,1,0,0,12,0,7.0630498,188,6,0,0,0,0,0,1,0,225
16,48,0,0,0,1,1,0,0,12,0,7.1831102,188,7,0,0,0,0,0,0,1,256
23,48,0,0,0,1,1,0,0,17,0,6.9057498,189,1,1,0,0,0,0,0,0,529
24,48,0,0,0,0,1,0,0,17,0,6.9057498,189,2,0,1,0,0,0,0,0,576
25,49,0,0,0,0,1,0,0,17,0,7.0475202,189,3,0,0,1,0,0,0,0,625
26,48,0,0,0,0,1,0,0,17,0,7.0900798,189,4,0,0,0,1,0,0,0,676
27,48,0,0,0,0,1,0,0,17,0,7.1308999,189,5,0,0,0,0,1,0,0,729
28,48,0,0,0,0,1,0,0,17,0,6.9994202,189,6,0,0,0,0,0,1,0,784
29,49,0,0,0,0,1,0,0,17,0,7.0148101,189,7,0,0,0,0,0,0,1,841
6,51,1,1,1,0,1,0,0,9,0,6.09582,190,1,1,0,0,0,0,0,0,36
7,51,1,1,1,0,1,0,0,9,0,6.2915702,190,2,0,1,0,0,0,0,0,49
8,50,1,1,1,0,1,0,0,9,0,6.40523,190,3,0,0,1,0,0,0,0,64
9,50,1,1,1,0,1,0,0,9,0,6.62007,190,4,0,0,0,1,0,0,0,81
10,49,1,1,1,0,1,0,0,9,0,6.7190099,190,5,0,0,0,0,1,0,0,100
11,50,1,1,1,0,1,0,0,9,0,6.82546,190,6,0,0,0,0,0,1,0,121
12,50,1,1,1,0,1,0,0,9,0,6.9546399,190,7,0,0,0,0,0,0,1,144
25,50,1,1,1,0,1,0,1,6,0,6.1003199,191,1,1,0,0,0,0,0,0,625
26,51,1,1,1,0,1,0,1,6,0,6.2915702,191,2,0,1,0,0,0,0,0,676
27,51,1,1,1,0,1,0,1,6,0,6.2915702,191,3,0,0,1,0,0,0,0,729
28,51,1,1,1,0,1,0,1,6,0,6.3716102,191,4,0,0,0,1,0,0,0,784
29,44,1,1,1,0,1,0,1,6,0,6.4738898,191,5,0,0,0,0,1,0,0,841
30,41,1,1,1,0,1,0,1,6,0,6.5467901,191,6,0,0,0,0,0,1,0,900
31,42,1,1,1,0,1,0,1,6,0,6.5903001,191,7,0,0,0,0,0,0,1,961
6,48,0,1,0,1,1,0,1,12,0,6.2859998,192,1,1,0,0,0,0,0,0,36
7,49,0,1,0,1,1,0,1,12,0,6.4598999,192,2,0,1,0,0,0,0,0,49
8,42,0,1,0,1,1,0,1,12,0,6.5496502,192,3,0,0,1,0,0,0,0,64
9,15,0,1,0,1,1,0,1,12,0,6.64639,192,4,0,0,0,1,0,0,0,81
10,44,0,1,0,1,1,0,1,12,0,6.7684898,192,5,0,0,0,0,1,0,0,100
11,47,1,1,0,1,1,0,1,12,0,6.84162,192,6,0,0,0,0,0,1,0,121
12,44,0,1,0,1,1,0,1,12,0,6.9479399,192,7,0,0,0,0,0,0,1,144
32,48,0,0,0,1,1,0,0,16,0,6.9057498,193,1,1,0,0,0,0,0,0,1024
33,49,0,0,0,1,1,0,0,16,0,6.9057498,193,2,0,1,0,0,0,0,0,1089
34,50,0,0,0,1,1,0,0,16,0,7.36518,193,3,0,0,1,0,0,0,0,1156
35,48,0,0,0,1,1,0,0,16,0,7.4247599,193,4,0,0,0,1,0,0,0,1225
36,49,0,0,0,1,1,0,0,16,0,7.46737,193,5,0,0,0,0,1,0,0,1296
37,52,0,0,0,1,1,0,0,16,0,7.2813902,193,6,0,0,0,0,0,1,0,1369
38,50,0,0,0,1,1,0,0,16,0,7.49332,193,7,0,0,0,0,0,0,1,1444
11,47,1,0,0,0,1,0,1,12,0,6.5496502,194,1,1,0,0,0,0,0,0,121
12,45,1,0,0,0,1,0,1,12,0,6.8351798,194,2,0,1,0,0,0,0,0,144
13,48,1,0,0,0,1,0,1,12,0,6.7979398,194,3,0,0,1,0,0,0,0,169
14,48,1,0,0,0,1,0,1,12,0,6.80128,194,4,0,0,0,1,0,0,0,196
15,48,1,0,0,0,1,0,1,12,0,6.9107499,194,5,0,0,0,0,1,0,0,225
16,51,1,1,0,0,1,0,1,12,0,6.6908398,194,6,0,0,0,0,0,1,0,256
17,49,1,1,0,0,1,0,1,12,0,6.4769702,194,7,0,0,0,0,0,0,1,289
11,52,0,1,1,1,1,0,0,16,0,6.4457202,195,1,1,0,0,0,0,0,0,121
