lnchprg,enroll,staff,expend,salary,benefits,droprate,gradrate,math10,sci11,totcomp,ltotcomp,lexpend,lenroll,lstaff,bensal,lsalary
23.7,917,113.4,3975,26670,5450,5.1,82.3,18.6,46.7,32120,10.37723,8.287780,6.821107,4.730921,0.204349,10.191290
23.8,598,100.3,3728,26108,5060,4.5,86.1,18.8,56.8,31168,10.34715,8.223627,6.393591,4.608166,0.193810,10.170000
23.8,1102,113.4,4140,25537,5513,7.3,72.9,16.2,30.0,31050,10.34335,8.328451,7.004882,4.730921,0.215883,10.147880
23.9,297,124.6,3874,20951,5061,5.0,92.0,8.3,57.3,26012,10.16631,8.262043,5.693732,4.825109,0.241564,9.949942
23.9,1802,94.3,4097,32210,7412,1.9,93.8,34.1,56.3,39622,10.58714,8.318010,7.496653,4.546481,0.230115,10.380030
24.1,4065,94.3,3864,30693,5539,2.9,95.9,21.8,46.6,36232,10.49770,8.259459,8.310169,4.546481,0.180465,10.331790
24.2,2910,86.4,3828,32625,6030,5.4,82.1,19.7,58.6,38655,10.56243,8.250098,7.975908,4.458988,0.184828,10.392830
24.2,1285,85.6,3918,33074,6747,4.7,81.5,4.3,46.3,39821,10.59215,8.273336,7.158514,4.449685,0.203997,10.406500
24.3,2031,85.7,3438,29765,6074,1.6,94.4,26.5,44.1,35839,10.48679,8.142645,7.616283,4.450853,0.204065,10.301090
24.3,6901,100.6,4846,34244,6601,6.2,77.5,14.3,42.8,40845,10.61754,8.485909,8.839421,4.611152,0.192764,10.441270
24.5,2347,84.0,3990,35615,7000,5.2,91.2,21.1,58.0,42615,10.65996,8.291547,7.760893,4.430817,0.196546,10.480520
24.6,1161,88.7,3698,29386,5459,3.4,87.7,35.2,47.6,34845,10.45866,8.215548,7.057037,4.485260,0.185769,10.288270
24.7,1164,102.4,4535,30762,8068,14.7,51.8,23.5,33.3,38830,10.56695,8.419580,7.059618,4.628887,0.262272,10.334040
24.7,672,131.9,5680,31681,6287,1.4,127.1,8.3,33.8,37968,10.54450,8.644707,6.510258,4.882044,0.198447,10.363470
24.9,1285,83.1,3566,32371,5977,9.8,65.0,20.4,29.7,38348,10.55446,8.179200,7.158514,4.420045,0.184641,10.385020
25.0,1723,101.9,4617,32332,6712,2.3,89.4,16.3,43.2,39044,10.57244,8.437500,7.451822,4.623992,0.207596,10.383810
25.2,930,107.2,4102,27654,5531,1.2,95.1,27.4,45.7,33185,10.40985,8.319230,6.835185,4.674696,0.200007,10.227530
25.2,507,108.7,4166,28078,5756,4.7,81.8,22.2,56.1,33834,10.42922,8.334712,6.228511,4.688592,0.205000,10.242740
25.2,1072,94.8,4647,33219,8430,3.5,86.0,5.8,50.8,41649,10.63703,8.443977,6.977282,4.551769,0.253770,10.410880
25.7,1362,97.8,3751,28406,5444,9.2,70.8,19.0,41.7,33850,10.42969,8.229777,7.216710,4.582925,0.191650,10.254360
25.9,914,90.5,4334,36055,7074,2.1,90.1,19.2,40.3,43129,10.67195,8.374247,6.817831,4.505350,0.196200,10.492800
25.9,6220,82.6,4863,44109,8893,6.2,76.2,15.1,75.0,53002,10.87809,8.489410,8.735525,4.414010,0.201614,10.694420
26.1,626,107.5,4551,30050,6777,0.6,97.3,20.6,35.6,36827,10.51399,8.423102,6.439351,4.677491,0.225524,10.310620
26.1,7252,95.7,4579,35200,6729,6.5,70.8,22.1,42.9,41929,10.64373,8.429235,8.889032,4.561218,0.191165,10.468800
26.3,747,100.9,3666,26186,5082,14.6,54.8,12.2,80.0,31268,10.35035,8.206857,6.616065,4.614130,0.194073,10.172980
26.3,1179,103.5,4534,32610,5502,7.6,71.7,26.3,51.1,38112,10.54828,8.419360,7.072422,4.639572,0.168721,10.392370
26.4,1610,94.1,3939,30651,6082,5.8,78.3,22.5,49.4,36733,10.51143,8.278682,7.383989,4.544358,0.198428,10.330420
26.6,2528,90.9,4136,34972,5892,7.0,40.5,30.3,46.3,40864,10.61800,8.327484,7.835184,4.509760,0.168478,10.462300
26.7,2150,91.6,3819,31781,5744,13.4,58.6,23.0,34.3,37525,10.53276,8.247744,7.673223,4.517431,0.180737,10.366620
26.7,3505,82.0,4087,36695,7297,7.9,73.8,11.9,58.1,43992,10.69176,8.315566,8.161945,4.406719,0.198855,10.510400
26.9,2246,101.5,3791,27743,5746,2.4,91.6,36.6,46.5,33489,10.41897,8.240385,7.716906,4.620059,0.207115,10.230740
27.0,5174,99.4,5137,38536,8005,8.0,73.2,24.4,38.2,46541,10.74809,8.544225,8.551401,4.599152,0.207728,10.559350
27.1,1033,105.3,4000,27984,5349,1.7,95.5,23.6,38.5,33333,10.41430,8.294049,6.940222,4.656814,0.191145,10.239390
27.2,2580,81.4,3745,34252,7423,9.6,70.4,16.4,75.0,41675,10.63766,8.228177,7.855545,4.399375,0.216717,10.441500
27.2,1234,90.3,3808,30639,6148,0.5,97.7,60.6,41.2,36787,10.51290,8.244860,7.118016,4.503138,0.200659,10.330030
27.2,4630,85.8,3839,33562,6222,4.8,81.6,24.0,45.0,39784,10.59122,8.252967,8.440312,4.452019,0.185388,10.421150
27.4,1447,96.0,3515,25726,6010,6.3,73.9,16.0,56.4,31736,10.36521,8.164795,7.277248,4.564348,0.233616,10.155260
27.4,1765,90.7,3613,28211,5304,3.0,76.4,27.5,55.6,33515,10.41975,8.192294,7.475906,4.507557,0.188012,10.247470
27.4,273,108.1,4169,27335,5567,7.5,75.3,44.4,58.9,32902,10.40129,8.335431,5.609472,4.683057,0.203658,10.215920
27.5,2375,90.8,3574,28192,6440,12.0,56.3,24.7,37.0,34632,10.45253,8.181440,7.772753,4.508659,0.228434,10.246790
27.5,1134,97.0,4003,28226,6572,6.6,77.2,15.4,53.7,34798,10.45732,8.294800,7.033506,4.574711,0.232835,10.248000
27.7,1858,85.3,3718,30685,5617,2.8,90.9,23.7,60.5,36302,10.49963,8.220942,7.527256,4.446175,0.183054,10.331530
27.7,2030,90.1,3827,32090,6314,2.8,86.7,26.3,41.3,38404,10.55592,8.249837,7.615791,4.500920,0.196759,10.376300
27.7,2163,116.2,4316,26528,4724,3.1,95.8,29.1,38.2,31252,10.34984,8.370085,7.679251,4.755313,0.178076,10.185960
27.7,1415,96.5,4413,34321,6535,1.0,91.3,25.6,47.2,40856,10.61781,8.392310,7.254885,4.569543,0.190408,10.443510
27.8,1575,90.4,4036,33160,6770,6.6,77.2,21.0,53.3,39930,10.59488,8.303009,7.362010,4.504244,0.204162,10.409100
27.9,1440,80.8,3763,32462,7004,0.5,97.7,37.8,53.2,39466,10.58319,8.232972,7.272398,4.391977,0.215760,10.387830
27.9,2692,95.2,4380,33707,7681,3.1,88.5,38.2,22.1,41388,10.63075,8.384804,7.898040,4.555980,0.227876,10.425460
28.0,2137,116.3,5945,37121,8160,6.5,86.9,10.1,25.2,45281,10.72064,8.690306,7.667158,4.756173,0.219822,10.521940
28.1,2517,109.3,7419,47131,9103,15.3,80.0,15.5,41.5,56234,10.93728,8.911799,7.830823,4.694097,0.193142,10.760690
28.3,1047,108.4,3808,24994,5040,2.9,89.9,16.7,60.4,30034,10.31009,8.244860,6.953684,4.685828,0.201648,10.126390
28.6,995,88.7,3735,30181,6832,1.2,99.6,16.4,52.0,37013,10.51902,8.225503,6.902743,4.485260,0.226368,10.314970
28.7,888,99.7,3745,27857,5835,4.4,86.8,26.7,52.7,33692,10.42502,8.228177,6.788972,4.602166,0.209463,10.234840
28.7,2009,103.2,3991,28857,5318,7.5,78.0,17.4,44.4,34175,10.43925,8.291797,7.605392,4.636669,0.184288,10.270110
28.7,390,115.4,5090,31585,6163,7.8,73.3,48.0,22.5,37748,10.53869,8.535033,5.966147,4.748405,0.195124,10.360440
29.0,1646,90.2,3447,27571,5621,3.0,90.0,34.1,43.6,33192,10.41006,8.145260,7.406104,4.502029,0.203874,10.224520
29.0,10971,91.3,3945,31404,6412,4.3,75.4,19.8,37.9,37816,10.54049,8.280204,9.303011,4.514151,0.204178,10.354690
29.0,894,89.5,4026,31690,7146,4.0,86.0,34.0,29.1,38836,10.56710,8.300529,6.795706,4.494239,0.225497,10.363760
29.1,1084,89.5,3479,28092,6367,6.4,77.5,39.0,60.4,34459,10.44753,8.154500,6.988413,4.494239,0.226648,10.243240
29.1,1827,93.1,3679,29771,6090,0.7,97.0,19.3,35.0,35861,10.48741,8.210396,7.510430,4.533674,0.204562,10.301290
29.2,1100,112.4,4024,25981,4953,6.5,73.6,20.5,41.4,30934,10.33961,8.300032,7.003066,4.722064,0.190639,10.165120
29.3,3271,96.6,3698,28806,5103,10.6,63.4,14.8,62.7,33909,10.43144,8.215548,8.092851,4.570579,0.177151,10.268340
29.4,1215,84.5,3613,28025,5676,0.0,100.0,30.6,64.6,33701,10.42528,8.192294,7.102499,4.436751,0.202534,10.240850
29.5,984,75.4,3651,29861,6860,2.3,86.4,17.9,35.9,36721,10.51110,8.202756,6.891626,4.322807,0.229731,10.304310
29.6,1204,99.2,3813,28023,6010,4.1,95.0,8.5,52.7,34033,10.43509,8.246172,7.093405,4.597138,0.214467,10.240780
29.6,751,104.1,4128,26711,7661,1.6,92.7,20.6,43.3,34372,10.44500,8.325548,6.621406,4.645352,0.286811,10.192830
29.8,13932,88.2,4236,35866,7831,2.3,91.2,18.8,48.6,43697,10.68503,8.351375,9.541944,4.479607,0.218340,10.487550
29.8,5497,110.4,5179,34502,7209,6.5,76.8,27.9,29.7,41711,10.63852,8.552367,8.611958,4.704110,0.208944,10.448770
29.8,2928,86.5,5416,45755,10748,2.3,92.1,18.2,41.2,56503,10.94205,8.597113,7.982075,4.460145,0.234903,10.731060
29.9,2606,97.2,3686,28609,5397,8.0,71.3,24.6,76.9,34006,10.43429,8.212297,7.865572,4.576771,0.188647,10.261480
30.4,1480,108.7,4082,26778,5647,16.4,43.6,22.4,76.2,32425,10.38669,8.314342,7.299798,4.688592,0.210882,10.195340
30.6,1969,101.4,3710,27710,5137,14.5,54.1,30.3,62.5,32847,10.39962,8.218787,7.585281,4.619073,0.185384,10.229550
30.7,2689,101.0,4702,33897,6432,5.0,82.2,31.2,61.4,40329,10.60483,8.455743,7.896924,4.615120,0.189751,10.431080
30.8,3005,100.2,4130,29947,6890,2.7,87.9,25.4,49.7,36837,10.51426,8.326033,8.008033,4.607168,0.230073,10.307180
30.9,5945,94.3,3765,29419,6313,6.9,70.5,20.0,59.1,35732,10.48380,8.233503,8.690306,4.546481,0.214589,10.289400
31.0,538,101.6,3724,25097,5641,1.8,89.7,32.3,37.0,30738,10.33325,8.222553,6.287858,4.621044,0.224768,10.130500
31.1,739,95.1,3921,27678,5549,4.7,82.2,20.0,71.7,33227,10.41112,8.274102,6.605298,4.554929,0.200484,10.228390
31.1,1736,103.6,4450,31501,6170,7.5,45.7,21.2,53.6,37671,10.53665,8.400660,7.459339,4.640537,0.195867,10.357770
31.1,450,111.5,5615,36691,7563,3.5,86.0,36.7,52.9,44254,10.69770,8.633197,6.109248,4.714025,0.206127,10.510290
31.2,1144,87.6,3979,32736,6185,5.6,78.3,27.8,41.7,38921,10.56929,8.288786,7.042286,4.472781,0.188936,10.396230
31.3,1514,109.0,3954,24554,6198,0.3,98.9,20.6,48.3,30752,10.33371,8.282483,7.322510,4.691348,0.252423,10.108630
31.3,382,100.6,4421,31455,5720,0.0,100.0,32.3,67.7,37175,10.52339,8.394121,5.945421,4.611152,0.181847,10.356310
31.4,570,109.1,3956,25987,5323,4.4,79.6,31.3,42.1,31310,10.35169,8.282989,6.345636,4.692265,0.204833,10.165350
31.5,533,120.1,5403,31845,7057,6.0,77.6,45.5,41.7,38902,10.56880,8.594709,6.278522,4.788325,0.221605,10.368640
31.7,1991,97.7,4222,32392,6240,4.7,82.2,22.1,35.4,38632,10.56184,8.348064,7.596392,4.581902,0.192640,10.385670
32.1,1980,96.9,3676,28072,6196,5.5,81.1,22.4,38.4,34268,10.44197,8.209580,7.590852,4.573679,0.220718,10.242530
32.2,1615,98.5,3743,27091,5295,1.1,95.8,31.0,50.6,32386,10.38548,8.227643,7.387090,4.590056,0.195452,10.206960
32.2,2475,92.2,3814,28535,7562,3.9,85.3,27.9,57.7,36097,10.49397,8.246434,7.813996,4.523960,0.265008,10.258890
32.3,2074,100.4,3905,28458,5306,1.8,93.7,32.9,41.9,33764,10.42715,8.270013,7.637234,4.609162,0.186450,10.256180
32.3,2482,101.9,4085,29304,6312,0.6,96.4,17.9,45.5,35616,10.48055,8.315077,7.816820,4.623992,0.215397,10.285480
32.3,491,112.8,4643,29865,6678,3.5,86.3,36.7,33.5,36543,10.50624,8.443116,6.196444,4.725616,0.223606,10.304440
32.3,13608,111.8,5869,38848,6310,6.7,75.8,22.1,42.5,45158,10.71792,8.677440,9.518414,4.716712,0.162428,10.567410
32.4,5045,87.3,4436,36785,7510,7.7,66.5,26.2,52.0,44295,10.69863,8.397509,8.526153,4.469350,0.204159,10.512850
32.5,1067,102.8,3538,24739,4848,4.1,86.4,17.5,39.3,29587,10.29509,8.171317,6.972606,4.632785,0.195966,10.116140
32.5,3839,84.9,3695,31917,6668,6.3,76.1,27.1,27.6,38585,10.56062,8.214736,8.252967,4.441474,0.208917,10.370890
32.6,471,125.4,4201,24768,4374,4.0,84.7,11.6,40.9,29142,10.27994,8.343078,6.154858,4.831509,0.176599,10.117310
32.9,1119,99.4,3507,24907,6549,2.3,83.8,24.1,37.2,31456,10.35635,8.162517,7.020191,4.599152,0.262938,10.122900
32.9,5466,127.0,6641,37728,6366,6.5,77.0,29.3,55.4,44094,10.69408,8.801018,8.606302,4.844187,0.168734,10.538160
33.0,1222,89.0,3833,31408,5680,3.7,83.6,25.6,41.9,37088,10.52105,8.251403,7.108244,4.488636,0.180846,10.354820
33.2,578,88.9,4260,34342,6741,3.5,91.6,26.2,66.0,41083,10.62335,8.357024,6.359574,4.487512,0.196290,10.444120
33.2,753,107.4,5123,33396,8237,3.0,88.6,17.2,48.6,41633,10.63665,8.541495,6.624065,4.676560,0.246646,10.416190
33.4,1643,103.2,4246,29831,5755,6.7,76.1,18.4,36.4,35586,10.47971,8.353733,7.404279,4.636669,0.192920,10.303300
33.6,2506,89.8,3569,30196,6386,2.8,87.8,27.1,70.0,36582,10.50731,8.180040,7.826443,4.497585,0.211485,10.315460
33.6,271,166.6,6577,27490,6355,2.0,92.6,25.8,46.5,33845,10.42955,8.791334,5.602119,5.115596,0.231175,10.221580
33.8,2171,87.6,3396,28998,5010,5.2,77.6,16.2,41.2,34008,10.43435,8.130354,7.682943,4.472781,0.172770,10.274980
33.9,729,99.0,4452,31793,7201,0.0,98.4,10.3,40.7,38994,10.57116,8.401109,6.591674,4.595120,0.226496,10.367000
34.0,2311,104.9,3605,20394,9177,6.5,74.2,13.8,53.8,29571,10.29455,8.190077,7.745436,4.653008,0.449985,9.922996
34.0,883,94.8,3697,27371,6827,0.4,97.9,29.5,53.7,34198,10.43992,8.215277,6.783325,4.551769,0.249425,10.217240
34.1,621,94.9,3786,29217,6661,2.0,89.9,29.8,33.3,35878,10.48788,8.239065,6.431331,4.552824,0.227984,10.282510
34.1,424,117.3,4181,26582,4871,2.3,93.0,12.2,37.8,31453,10.35625,8.338305,6.049734,4.764735,0.183244,10.187990
34.2,1470,87.1,3621,29769,6641,2.1,91.3,9.8,54.4,36410,10.50260,8.194506,7.293018,4.467057,0.223084,10.301220
34.3,991,107.5,4109,28046,5819,11.6,64.4,9.8,36.0,33865,10.43014,8.320935,6.898715,4.677491,0.207481,10.241600
34.3,12605,105.5,5259,36427,8096,10.9,62.9,9.4,48.0,44523,10.70376,8.567697,9.441849,4.658711,0.222253,10.503070
34.5,4572,108.0,4552,30751,6887,5.3,86.6,18.7,48.4,37638,10.53577,8.423322,8.427706,4.682131,0.223960,10.333680
34.6,575,113.9,3751,22242,6284,2.2,91.8,15.4,52.5,28526,10.25857,8.229777,6.354370,4.735321,0.282529,10.009740
34.8,1173,116.7,3817,24134,5171,5.3,82.5,20.7,51.5,29305,10.28551,8.247220,7.067320,4.759606,0.214262,10.091380
35.0,1337,97.3,3996,29100,5908,2.1,91.0,44.8,41.2,35008,10.46333,8.293049,7.198184,4.577799,0.203024,10.278490
35.1,519,93.2,3943,34167,0,0.0,100.0,14.3,36.7,34167,10.43902,8.279697,6.251904,4.534748,0.000000,10.439020
35.4,3334,119.2,5872,35022,8116,5.0,82.6,5.2,60.0,43138,10.67216,8.677951,8.111928,4.780803,0.231740,10.463730
35.4,226,162.8,6444,26653,8191,0.0,100.0,66.7,64.9,34844,10.45864,8.770905,5.420535,5.092523,0.307320,10.190660
35.5,1647,110.8,3903,25636,5245,1.7,97.2,21.1,31.6,30881,10.33790,8.269501,7.406711,4.707727,0.204595,10.151750
35.6,747,85.8,3568,30047,6299,0.0,97.0,26.1,54.8,36346,10.50084,8.179761,6.616065,4.452019,0.209638,10.310520
35.6,1698,91.1,3664,29148,6267,3.2,92.2,23.7,47.4,35415,10.47489,8.206310,7.437206,4.511958,0.215006,10.280140
35.8,757,110.4,3689,23969,4960,6.0,82.8,11.9,85.7,28929,10.27260,8.213111,6.629363,4.704110,0.206934,10.084520
35.9,282,131.2,6563,35689,6112,4.5,84.4,38.9,48.6,41801,10.64068,8.789203,5.641907,4.876723,0.171257,10.482600
36.2,1419,107.0,4054,27629,5509,0.6,97.5,15.0,31.7,33138,10.40844,8.307459,7.257708,4.672829,0.199392,10.226620
36.3,2480,108.5,4414,28631,5458,3.3,110.3,8.5,28.5,34089,10.43673,8.392536,7.816014,4.686750,0.190633,10.262250
37.3,2839,96.8,3422,24709,4979,8.0,72.1,27.5,56.5,29688,10.29850,8.137980,7.951207,4.572647,0.201506,10.114920
37.3,398,104.3,3559,25023,5248,2.9,101.8,38.5,45.0,30271,10.31795,8.177235,5.986452,4.647271,0.209727,10.127550
37.6,507,96.4,4092,30203,8628,1.7,95.1,22.6,44.1,38831,10.56697,8.316789,6.228511,4.568506,0.285667,10.315700
37.7,2491,93.5,3779,35782,313,3.7,85.8,12.4,34.9,36095,10.49391,8.237215,7.820439,4.537961,0.008747,10.485200
37.9,8187,99.9,4511,30755,5501,4.2,85.6,18.1,31.3,36256,10.49836,8.414274,9.010303,4.604170,0.178865,10.333810
38.0,332,98.3,3739,27420,6404,6.1,75.1,38.9,73.7,33824,10.42893,8.226574,5.805135,4.588024,0.233552,10.219030
38.0,541,106.7,4005,25649,6151,1.9,95.1,12.1,29.3,31800,10.36722,8.295299,6.293419,4.670021,0.239814,10.152260
38.1,9105,99.7,4757,31837,6530,4.3,81.6,21.4,19.0,38367,10.55495,8.467373,9.116579,4.602166,0.205107,10.368380
38.1,624,125.0,4970,31289,4573,11.8,58.7,18.9,44.0,35862,10.48743,8.511175,6.436151,4.828314,0.146154,10.351020
38.3,2011,90.7,3912,30081,6134,1.3,95.2,20.5,41.0,36215,10.49723,8.271804,7.606388,4.507557,0.203916,10.311650
38.6,1199,103.8,3947,28278,5841,9.9,66.5,33.3,18.2,34119,10.43761,8.280711,7.089243,4.642466,0.206556,10.249840
38.6,507,118.3,4327,24850,4818,5.4,81.5,10.3,49.0,29668,10.29782,8.372630,6.228511,4.773224,0.193883,10.120610
38.7,434,122.7,4327,23039,6908,2.9,89.7,10.5,33.3,29947,10.30718,8.372630,6.073044,4.809742,0.299839,10.044940
38.8,1874,110.3,3685,24270,4479,0.0,94.8,15.3,45.0,28749,10.26636,8.212026,7.535830,4.703204,0.184549,10.097000
39.0,3349,90.9,3700,30093,5728,14.6,51.3,15.3,55.6,35821,10.48629,8.216088,8.116417,4.509760,0.190343,10.312050
39.0,340,140.2,4763,23414,4898,0.0,100.0,13.8,42.1,28312,10.25104,8.468633,5.828946,4.943070,0.209191,10.061090
39.2,799,98.3,3873,27418,5210,3.7,85.5,27.8,48.6,32628,10.39293,8.261785,6.683361,4.588024,0.190021,10.218960
39.2,1100,99.7,4809,34361,8532,10.6,64.7,28.8,70.0,42893,10.66646,8.478245,7.003066,4.602166,0.248305,10.444680
39.3,2901,94.1,3697,29570,5843,5.0,81.8,18.8,34.5,35413,10.47483,8.215277,7.972811,4.544358,0.197599,10.294520
39.4,2115,106.2,5602,38323,8338,5.3,79.8,19.3,41.7,46661,10.75066,8.630879,7.656810,4.665324,0.217572,10.553810
39.6,2135,88.7,3825,29940,5886,14.0,53.8,17.7,55.1,35826,10.48643,8.249313,7.666222,4.485260,0.196593,10.306950
40.0,2060,97.7,3700,27904,6598,0.0,99.3,22.5,44.0,34502,10.44877,8.216088,7.630461,4.581902,0.236454,10.236530
40.3,3762,82.8,4261,37806,8776,3.0,76.2,24.8,33.3,46582,10.74897,8.357259,8.232706,4.416428,0.232132,10.540220
40.5,1887,143.6,5625,27932,5430,8.0,66.3,17.7,44.7,33362,10.41517,8.634976,7.542744,4.967031,0.194401,10.237530
40.6,1492,91.5,3548,27586,5794,0.9,96.3,12.9,45.5,33380,10.41571,8.174139,7.307873,4.516339,0.210034,10.225060
40.6,1828,91.9,4018,27712,6115,20.0,43.6,25.0,51.4,33827,10.42901,8.298539,7.510978,4.520701,0.220663,10.229620
40.6,668,121.3,4075,27568,1644,0.0,100.0,12.5,30.8,29212,10.28234,8.312626,6.504288,4.798267,0.059634,10.224410
40.7,878,97.5,4447,32056,8288,4.8,85.5,16.3,57.9,40344,10.60520,8.399985,6.777647,4.579853,0.258547,10.375240
40.8,481,121.3,4520,25817,6724,3.6,85.5,22.2,53.6,32541,10.39026,8.416267,6.175867,4.798267,0.260449,10.158790
41.1,333,80.0,3415,29705,7434,4.7,81.1,25.9,65.3,37139,10.52242,8.135933,5.808143,4.382027,0.250261,10.299070
41.7,1204,117.7,4622,29090,6170,11.3,64.6,11.8,34.7,35260,10.47050,8.438582,7.093405,4.768139,0.212100,10.278150
42.3,1604,103.2,3784,25860,5124,10.5,57.5,17.4,32.8,30984,10.34123,8.238537,7.380256,4.636669,0.198144,10.160450
42.3,1174,100.2,3933,28810,6534,4.0,90.8,20.3,44.4,35344,10.47288,8.277158,7.068172,4.607168,0.226796,10.268480
42.3,1244,106.1,4019,27218,7133,5.7,80.2,14.3,50.0,34351,10.44439,8.298788,7.126087,4.664382,0.262069,10.211630
42.4,1789,112.7,4377,27624,5998,4.0,84.7,15.6,46.7,33622,10.42294,8.384119,7.489412,4.724730,0.217130,10.226440
42.7,212,120.3,3824,21674,5179,0.0,100.0,18.8,34.1,26853,10.19813,8.249052,5.356586,4.789989,0.238950,9.983869
42.9,385,118.2,4376,25247,7028,3.7,88.6,17.4,62.7,32275,10.38205,8.383890,5.953243,4.772378,0.278370,10.136460
43.6,2139,89.7,4220,31949,9151,0.7,115.7,16.3,39.5,41100,10.62376,8.347590,7.668094,4.496471,0.286425,10.371900
43.9,12105,111.7,5288,34195,7350,8.6,68.7,21.9,53.6,41545,10.63453,8.573195,9.401374,4.715816,0.214944,10.439830
44.1,524,99.2,4143,28138,4668,2.1,83.1,15.4,35.7,32806,10.39837,8.329175,6.261492,4.597138,0.165897,10.244880
44.1,2005,99.0,4196,29648,7385,7.9,71.6,15.0,47.1,37033,10.51956,8.341887,7.603399,4.595120,0.249089,10.297150
44.4,336,101.5,3706,26444,5007,18.4,44.4,21.7,47.8,31451,10.35619,8.217709,5.817111,4.620059,0.189343,10.182790
44.9,546,109.9,5229,31384,9524,10.5,63.4,14.6,56.4,40908,10.61908,8.561975,6.302619,4.699571,0.303467,10.354050
45.0,1813,65.9,3824,42255,9704,0.5,98.1,44.2,46.7,51959,10.85821,8.249052,7.502738,4.188138,0.229653,10.651480
45.1,412,112.6,4042,27486,4734,2.9,88.4,15.4,42.4,32220,10.38034,8.304495,6.021023,4.723842,0.172233,10.221430
45.1,1330,108.6,4337,25924,8442,4.4,85.5,17.0,36.5,34366,10.44482,8.374938,7.192934,4.687671,0.325644,10.162920
45.1,6931,98.7,4762,36566,5461,4.2,83.5,16.0,45.5,42027,10.64607,8.468423,8.843760,4.592085,0.149346,10.506870
45.2,4254,108.7,4759,32155,7390,3.1,88.5,7.3,71.8,39545,10.58519,8.467793,8.355615,4.688592,0.229824,10.378320
45.4,1686,86.6,3520,29629,6608,4.3,83.8,37.1,25.0,36237,10.49784,8.166216,7.430114,4.461300,0.223025,10.296510
45.7,394,115.8,4048,23700,5344,1.3,94.8,26.8,31.7,29044,10.27657,8.305978,5.976351,4.751864,0.225485,10.073230
46.0,761,113.0,4594,25083,5193,8.6,70.1,6.1,42.9,30276,10.31811,8.432507,6.634634,4.727388,0.207033,10.129950
46.2,358,120.9,4814,27930,6327,4.6,78.5,22.9,9.6,34257,10.44165,8.479283,5.880533,4.794964,0.226531,10.237460
46.7,2210,96.8,5717,42575,8109,5.2,74.9,14.0,44.4,50684,10.83337,8.651199,7.700748,4.572647,0.190464,10.659020
47.9,13454,129.0,5532,30501,7879,11.8,56.9,6.6,37.3,38380,10.55529,8.618304,9.507031,4.859812,0.258319,10.325510
48.3,1656,110.1,3859,25964,5244,8.6,70.5,8.2,44.6,31208,10.34843,8.258163,7.412160,4.701389,0.201972,10.164470
48.3,1448,112.9,3933,25529,5537,3.2,87.7,18.1,46.7,31066,10.34387,8.277158,7.277938,4.726502,0.216891,10.147570
48.4,759,106.7,3867,25711,5275,10.4,66.3,23.2,45.7,30986,10.34129,8.260234,6.632002,4.670021,0.205165,10.154670
48.4,590,111.8,3888,25482,5046,1.3,92.5,23.5,46.4,30528,10.32640,8.265650,6.380123,4.716712,0.198022,10.145730
48.5,303,108.9,3677,24058,5252,0.0,100.0,33.3,41.4,29310,10.28568,8.209852,5.713733,4.690430,0.218306,10.088220
49.2,488,89.9,3614,29290,7102,0.8,96.6,30.6,62.5,36392,10.50210,8.192571,6.190315,4.498698,0.242472,10.285000
49.7,626,110.2,4074,26480,5831,2.1,94.0,20.0,28.6,32311,10.38316,8.312381,6.439351,4.702297,0.220204,10.184140
49.9,852,123.3,3551,20524,4959,9.3,67.8,4.4,44.9,25483,10.14577,8.174985,6.747587,4.814620,0.241620,9.929350
51.0,1266,90.6,3738,30007,6500,13.2,59.3,16.9,44.3,36507,10.50526,8.226306,7.143618,4.506454,0.216616,10.309190
51.2,1964,78.7,3970,34849,7085,8.5,65.2,14.5,27.8,41934,10.64385,8.286521,7.582738,4.365643,0.203306,10.458780
51.2,9166,101.8,4980,35414,7175,6.2,76.5,11.2,50.3,42589,10.65935,8.513186,9.123257,4.623010,0.202603,10.474860
51.6,14733,107.3,4971,35024,6276,2.6,76.5,10.2,55.1,41300,10.62862,8.511376,9.597845,4.675629,0.179191,10.463790
51.7,865,103.5,3810,26470,4947,9.7,66.1,15.2,63.0,31417,10.35510,8.245384,6.762730,4.639572,0.186891,10.183770
52.3,1668,104.9,3725,25984,5393,18.9,42.2,16.0,62.5,31377,10.35383,8.222822,7.419381,4.653008,0.207551,10.165240
52.9,688,109.7,3628,23437,5607,4.8,82.1,30.0,46.5,29044,10.27657,8.196437,6.533789,4.697749,0.239237,10.062070
54.0,702,131.4,6057,34291,7245,18.0,44.0,15.5,39.1,41536,10.63432,8.708970,6.553934,4.878246,0.211280,10.442640
54.3,2171,92.3,3683,28518,7027,11.1,65.6,4.9,26.0,35545,10.47855,8.211483,7.682943,4.525044,0.246406,10.258290
55.2,2264,118.7,4657,29398,5758,7.2,72.5,20.3,44.4,35156,10.46755,8.446127,7.724888,4.776599,0.195864,10.288680
55.9,820,86.9,3750,28349,6760,9.8,66.5,1.9,9.3,35109,10.46621,8.229511,6.709304,4.464758,0.238456,10.252350
56.8,1658,126.4,5661,32825,5942,31.9,65.0,5.8,71.4,38767,10.56532,8.641356,7.413367,4.839451,0.181021,10.398950
59.9,363,134.8,3818,19764,4734,16.5,53.4,5.9,26.5,24498,10.10635,8.247482,5.894403,4.903792,0.239526,9.891618
